No,ID_Perfume,perfume,brand,price,size,concentrate,top notes,mid notes,base notes,situation,gender
439,HRMN-0439,Zodiac Virgo,Evangeline,41500,50,EDP,"Orange, Red Fruit, Melon","Jasmine, Violet, Apple","Amberwood, Vanilla, Lactone",Day,Female
440,HRMN-0440,Zodiac Taurus,Evangeline,41500,50,EDP,"Mandarin, Blackcurrant, apple","cherry blossom, rose",musk,Day,Female
441,HRMN-0441,Zodiac Scorpio,Evangeline,41500,50,EDP,"forest fruits, red currant, pink grapefruit, melon","frangipani, freesia, jasmine","musk, woody, patchouli",Night,Female
442,HRMN-0442,Zodiac Sagitarius,Evangeline,41500,50,EDP,"Citrus, grapefruit, pink fruit, apple red","floral, muguet","woody, musk white",Day,Female
443,HRMN-0443,Zodiac Libra,Evangeline,41500,50,EDP,"grapefruit, black currant, green fruits","ozonic, fresh spices, lily of the valley",musk,Day,Female
444,HRMN-0444,Zodiac Leo,Evangeline,41500,50,EDP,"mandarin, plum, pear","lily, osmanthus, rose","cotton candy, woody ambery, musky",Day,Female
445,HRMN-0445,Zodiac Capicorn,Evangeline,41500,50,EDP,"Melon, cucumber, pomegranate, citruses","freesia, peony",musk,Day,Female
446,HRMN-0446,Zodiac Cancer,Evangeline,41500,50,EDP,"Pink Grapefruit, mandarin, blood orange","jasmine, lily of the valley, peach","vanilla, sandalwood, white musk, amber",Day,Female
447,HRMN-0447,Zodiac Aries,Evangeline,41500,50,EDP,"Bergamot, orange","blackberry, rose","caramel, vanilla, sandalwood",Day,Female
448,HRMN-0448,Apollo,Goos,159000,30,EDP,"Vegetal Green Notes, Clary Sage, Pink Pepper","Jasmine Absolute, Rose Absolute, Orange Blossom","Benzoin, Musk, Vanilla",Versatile,Male
449,HRMN-0449,Ares,Goos,159000,30,EDP,"Bergamot, Mandarin Orange","Cherry Blossom, Rose, Mimosa","Musk, Woodsy Notes",Day,Male
450,HRMN-0450,Daybreak,Argve,198000,50,EDP,"Ginger, Clove, Lemon","Lavender, Pineapple Leaves, Rosemary","Moss, Gaiac, Wood, Patchouli",Day,Unisex
451,HRMN-0451,Ardour,Argve,198000,50,EDP,"Aldehyde, Bergamot, Mandarin, Lemon, Coriander Leaf, Pink Pepper","Lavender, Geranium, Clary Sage, Violet Leaf, Orris, Jasmine","Amber, Musk, Cedarwood, Olibanum, Patchouli, Sandalwood",Versatile,Male
452,HRMN-0452,Blooming Sunset,Unnomo,299000,30,EDP,"Orange Blossom, Rose, Iris, Tuberose","Pink Pepper, Tuberose","Benzoin, Musk",Night,Unisex
453,HRMN-0453,Cozy Hug on a Gloomy Day,Unnomo,299000,30,EDP,"Cloves, Pink Pepper, Orange Blossom","Chestnut, Guaiac Wood, Juniper","Vanilla, Peru Balsam, Cashmeran",Night,Unisex
454,HRMN-0454,Chill Forest Gateaway at Night Time,Unnomo,299000,30,EDP,"lemon, pepper, juniper","incense, pine needle, orris root","vanilla, sandalwood, amber",Night,Unisex
455,HRMN-0455,POV,Gumush,109000,60,EDP,"Pear, Pink Papper, Orange Blossom","Coffee, Jasmine, Bitter Almond, Licorice","Vanilla, Patchouli, Cashmere Wood, Cedar",Night,Female
456,HRMN-0456,LUX,Gumush,109000,60,EDP,"Sea Salt, Sage, Grapefruit Ambrette (Musk Mallow), Seaweed",-,-,Versatile,Female
457,HRMN-0457,FLO,Gumush,109000,60,EDP,"Mandarin Orange, Bergamot and Cardamom","Sea Notes, Orange Blossom and Neroli","Caramel, Amber, Musk and Sandalwood",Day,Female
458,HRMN-0458,OUR,Gumush,109000,60,EDP,Raspberry Liqueu,Black Peony,Sweet Pralines,Night,Female
459,HRMN-0459,VYU,Gumush,109000,60,EDP,"Black Currant, Orange, Mandarin Orange, Grapefruit, Cassia and Bergamot","Rose, Apricot, Jasmine, Lily and Lily-of-the-Valley","Vanilla, Tonka Bean, Musk, Amber and Virginia Cedar",Versatile,Female
460,HRMN-0460,Inferno,Altar,249000,50,EDP,"Alibanum, Saffron, Cardamom, Pink Pepper, Myrtle","Myrrh, Geranium, Tropical Fruit","Oud, Leather, Cedar, Sandalwood, Styrax",Night,Male
461,HRMN-0461,Paradiso,Altar,289000,50,EDP,"Kiwi, Rhubarb, Water Jasmine, Bergamot","Cyclamen, Lily, Heliotrope, Peach","Musk, Sandalwood, Amber, Tonka, Vanilla",Day,Female
462,HRMN-0462,Nigredo,Altar,289000,50,EDP,"Coke, Black Cherry, Bergamot, Black Pepper","Cognac, Ginger, Jasmine","Vanilla, Benzoin, Indonesian Patchouli",Night,Unisex
463,HRMN-0463,Salvatio,Altar,289000,50,EDP,"Ozone, Yuzu","Skin, Jasmine, Mugane, Milk","Moss, Orcanox",Day,Unisex
464,HRMN-0464,Maelstrom,Altar,289000,50,EDP,"Orange, Bergamot","Neroli, Lemon, Pink Pepper, Cardamom",Vetiver,Day,Male
465,HRMN-0465,Solarium,Altar,289000,50,EDP,"Bergamot, Green Tea","Lemongrass, Petitgrain",White Musk,Day,Unisex
466,HRMN-0466,Pomona,Altar,289000,50,EDP,"Green Tomato, Figs","Geranium, Patchouli","Oakmoss, Cedar",Day,Unisex
467,HRMN-0467,Symphony Of The Sea,Crusita,298000,50,XDP,"Lemon, Pineapple, Cardamome, Watermelon","Coconut, Cyclamen, Frangipani, Heliotrope","Tonka, Vanilla, Amber, Musk",Versatile,Unisex
468,HRMN-0468,Deep Mountain,Crusita,329000,100,XDP,"Lemon, Bergamot, Pink Pepper","Lavender, Leather, Sage","Patchouli, Ambery, Vetvier",Day,Male
469,HRMN-0469,Scandal ,Crusita,199000,50,XDP,"Wild Berries,Apricot, Apple Blossom","Cherry Blossom,Orchid, Heliotrope","Vanilla, Marshmallow,Musk",Night,Female
470,HRMN-0470,Famous,Crusita,339000,100,XDP,"Jasmine, Plum, Bitter orange, Mandarin","Rose, Solar, Floral, Watery","Vanilla, Musk, Sandalwood, Cashmere Wood, Praline",Versatile,Female
471,HRMN-0471,Black Love,Crusita,329000,100,XDP,"Berries, Pink Pepper, Mandarin, Lemon","Orange Blossom, Coffe, Rose, Jasmine, Muguet","Amber, Vanilla, Patchouli, Musk, Cedarwood, Vetiver",Night,Unisex
472,HRMN-0472,Mystique of Java,Crusita,295000,50,XDP,"Bergamot, Lavender, Petitgrain, Galbanum","Jasmine, Ylang-Ylang, Lily of the Valley, Orange Blossom, Narcissus","Vanilla, Cedar, Moss, Styrax",Versatile,Unisex
473,HRMN-0473,Gentlemen,Crusita,329000,100,XDP,"Grapefruit, Blood Mandarin, Green apple","Cedarwood, Nutmeg, Water lily","Sandalwood, Vanila, Musks",Versatile,Male
474,HRMN-0474,Rich Gold,Crusita,329000,100,XDP,"Green, Spicy, Aromatic","Oud, Balsamic","Vanilla, Agarwood, Musky",Night,Male
475,HRMN-0475,Twilight,Crusita,329000,100,XDP,"Fresh Ginger, Orange, Bergamot","Tuberose, Neroli, Jasmine","Sandalwood, Vanilla",Versatile,Unisex
476,HRMN-0476,Lady Rose,Crusita,329000,100,XDP,"Peach, Green, Black Currant, Pepper","Rose, Iris","White Musk, Cedar Wood, Violet Leaf",Day,Female
477,HRMN-0477,Busy Day,Crusita,189000,100,XDP,"Bergamot, Blackcurrant, Mandarin","Lavender, Geranium, Powdery","Patchouli, Vetiver, Tonka Bean",Day,Male
478,HRMN-0478,Iced Lychee Tea,Crusita,209000,50,XDP,"Iced Lychee Tea, Lemon, Bergamot","Geranium, Rose, Muguet, Violet Flower","Musk, Patchouli, Vanilla",Versatile,Unisex
479,HRMN-0479,Iced Peach Tea,Crusita,209000,50,XDP,"Mathe, Bergamot","Peach Tea, Rose, Magnolia","Cedarwood, Dry Amber",Day,Female
480,HRMN-0480,Iced Thai Tea,Crusita,209000,50,XDP,"Iced Thai Milk Tea, Bergamot","Sambac Jasmine, Violet Flower, Muguet","Sambac Jasmine, Violet Flower, Muguet",Versatile,Unisex
481,HRMN-0481,Gen Maicha,Crusita,209000,50,XDP,"Bergamot, Lemon","Genmaicha, Neroli, Orange Flower","Cedarwood, Musk, Amber",Versatile,Unisex
482,HRMN-0482,About Last Night,Crusita,349000,65,EDP,"Cedarwood, Coffee, Patchouli","Orange Blossom, Jasmine, Vanilla","Bergamot, Pink Pepper",Night,Unisex
483,HRMN-0483,Comfort Zone,Crusita,349000,65,EDP,"Sandalwood, White Musk",Rose,"Bergamot, Aldehydes",Versatile,Unisex
484,HRMN-0484,Golden Souffle,Jarte,250000,30,XDP,"Pink Peppercorn, Fresh, Ylang","White Flowers, Jasmine, Spicy","Patchouli, Amber, Heliotrope, Vanilla",Versatile,Unisex
485,HRMN-0485,Fragnos,Jarte,275000,30,XDP,"Bergamot, Cyclamen, Musks","Jasmine, Neroli, White Freesia","White Musks, Sandalwood, White Woods, Figolide",Day,Unisex
486,HRMN-0486,AORA,Jarte,325000,30,XDP,Rose,"Orris, Freesia","Leather, Musk",Night,Female
487,HRMN-0487,Peppermint Tea,Jarte,250000,30,XDP,"Bergamot, Mint","Hyacinth, Orange Blossom","Lorenox, Musky",Day,Unisex
488,HRMN-0488,Mango Sticky Rice,Jarte,250000,30,XDP,"Lemon Blossom, Mango, Pear Pulp","White Flower, Coconut Milk, Rice","Sandalwood, Cream, Musks, Precious Wood",Versatile,Unisex
489,HRMN-0489,By The Garden,Jarte,200000,30,XDP,"Bergamot, Orange Flower, Grabanum, Clove","Tuberose, Jasmine, Ozonic, Ylang","Musk, Amber, Cedarwood, Vanilla",Versatile,Unisex
490,HRMN-0490,Peony Noel,Jarte,225000,30,XDP,"Apple, Fruity, Green Freshness","Peony, Sandalwood, Violet","Marine, Musk, Vanilla",Versatile,Unisex
491,HRMN-0491,Sip Me Litchi,The Body Tale,148500,30,XDP,"lychee, apple",Floral,"sugar, amber",Versatile,Female
492,HRMN-0492,Plain Jane,The Body Tale,179000,30,XDP,"lemon, bergamot, tagetes, black currant","Violet, irish, cyclamen, jasmine","Vetiver, Musk",Day,Unisex
493,HRMN-0493,Teamomile,The Body Tale,148500,30,XDP,Almond,"chamomile, jasmine, musk","cedre, vanilla, bois de santal",Day,Unisex
494,HRMN-0494,Nectar of Nile,The Body Tale,148500,30,XDP,"Irish, Green Notes, Juniper Berries","Jasmine, Orrid, Root","Pink Pepper, Vetiver, Leather",Versatile,Male
495,HRMN-0495,Cherry Pop,The Body Tale,148500,30,XDP,Bitter Almond,"Rose, Cherry","Vanilla, sandal wood, tonka bean",Night,Unisex
496,HRMN-0496,Portrait of Kyoto,The Body Tale,148500,30,XDP,"earl grey tea, apple, honey, mandarin","jasmine, black tea, fresia, irish","musk, pepper, sandalwood, amber",Versatile,Unisex
497,HRMN-0497,Juliette,The Body Tale,148500,30,XDP,"cinnamon, cardamom, bergamot","jasmine, ylang ylang, sage","amber, woody, leather, labdanum",Night,Unisex
498,HRMN-0498,Kanthi Arum,Aamodini,178600,30,XDP,"Mandarin, Honey, Orange Blossom","White Champaca, Tuberose, Jasmine","Tonka Bean, Vanilla, Sandalwood",Versatile,Female
499,HRMN-0499,Jatmika,Aamodini,178600,30,XDP,"Leaves, Marine Notes, Clove Bud, Melon","Jasmine, Freesia, Orange Blossom, Gardenia, Peach Notes","Musk, Amber",Day,Unisex
500,HRMN-0500,Dirgantara,Aamodini,178600,30,XDP,"Apple, Cassis, Bergamot","Pink Pepper, Cedar","Sandalwood, Patchouli, Amber",Versatile,Unisex
501,HRMN-0501,Kirana,Aamodini,188700,30,XDP,"Mandarin, Petitgrain, Bergamot, Blackcurrant","Orange Blossom, Jasmine, Magnolia, Lavender","Vanilla, Cedarwood, Ambergris, Musk",Day,Female
502,HRMN-0502,Muschio,Smells Good,225000,60,EDP,"Rose, Cardamome","Sandalwood, Cashmeran","Ambroxan, Musk",Versatile,Unisex
503,HRMN-0503,Cashmere,Smells Good,225000,60,EDP,"Neroli, Almond","Heliotrope, Vanilla, Irish","Cashmeran, Tonka, Musk",Versatile,Unisex
504,HRMN-0504,Mounde,Smells Good,218000,60,EDP,"Agarwood, Cocoa, Saffron, Leather",-,-,Versatile,Unisex
505,HRMN-0505,Matiere,Smells Good,218000,60,EDP,Blackcurrant,"Rose, Indonesian Nutmeg, Cyclamen",Agarwood,Versatile,Unisex
506,HRMN-0506,Tulipe,Smells Good,225000,60,EDP,"Freesia, Cyclamen",Pink Tulip,"Green Notes, Soft Spicy",Day,Female
507,HRMN-0507,La Rose,Smells Good,218000,60,EDP,"Bulgarian Rose, Californian Citrus","Grasse Rose, Powdery, Violet","Cedar, Musk, Fresh Spicy",Night,Female
508,HRMN-0508,Vanille,Smells Good,218000,60,EDP,"Vanilla, Powdery","Vanilla, Coconut","Vanilla, sandalwood, musk",Night,Female
509,HRMN-0509,Moud,Smells Good,218000,60,EDP,"Bulgarian Rose, Vanilla, Agarwood",-,-,Night,Unisex
510,HRMN-0510,I.L.Y,Smells Good,225000,60,EDP,"Ginger, Bitter Orange","Tuberose, Orange Blossom","Sandalwood, Vanilla",Night,Female
511,HRMN-0511,Scweet,Smells Good,225000,60,EDP,"Lavender, Mandarin Orange","Lavender, Orange Blossom","Madagascar Vanilla, Musk",Versatile,Female
512,HRMN-0512,Gemstone,Smells Good,225000,60,EDP,"Green Notes, Pink Grapefruit","Iris, Bulgarian Rose","Heliotrope, Woodsy",Day,Female
513,HRMN-0513,Dialogue Ivi,Loco,226800,50,EDP,"Blood Orange, Bergamot, Lavender, Musk Mallow, Heliotrope, Tangerine","Iris, Violet, Geranium, Freesia, Angelica, Hawthorn, Neroli, Jasmine Sambac, Honey","Vanilla, Tonka Bean, Musk, Caramel, Amber, Benzoin, Palo Santo",Versatile,Female
514,HRMN-0514,Veil of Eire,Loco,299300,50,EDP,"Nectarine, Grapefruit, Bulgarian Rose, Lily Of The Valley","Tonka Bean, Oak, Rose, Mimosa, Tuberose, Suede","Vanilla, Praline, Ambergris, Sandalwood, Leather",Versatile,Unisex
515,HRMN-0515,White Potion,Loco,226800,50,EDP,"Mandarin Blossom, Pomelo, Orange Leaf, Pink Pepper, Sweet Basil","Orange Blossom, Gardenia, Cannabis, Tuberose, Jasmine Sambac, Lily Of The Valley, Freesia, White Tea","Honey, Vetiver, Palo Santo, Musk, Sandalwood, Tonka Bean",Versatile,Unisex
516,HRMN-0516,Red Rhapsody,Loco,226800,50,EDP,"Neroli, Saffron, Nutmeg, Lavender, Dark Chocolate, Sweet Cinnamon","Rose, Bulgarian Rose, Rose Taif, Rose Baccara, Red Rose, Cinnamon Spices, Oud, Iris, Jasmine Sambac, Myrrh","Marshmallow, Vanilla, Musk, Oud, Coumarin, Sandalwood, Amber, Tonka Bean, Incense",Night,Unisex
517,HRMN-0517,Mocktail in the Garden,Loco,289460,50,EDP,"Strawberry, Raspberry, Blackberry, Sour Cherry, Blackcurrant, Mandarin Orange, Lemon","Rose, Violet, Jasmine","Musk, Vanilla, Cashmeran, Woody Notes, Amber, Oakmoss, Patchouli",Day,Female
518,HRMN-0518,Harvest Feast,Loco,289460,50,EDP,"Rosemary, Amalfi Lemon, Grapefruit, Osmanthus, Litchi, Bergamot","Peony, Freesia, Orange Blossom, Jasmine, Ginger, Rose","Musk, Sandalwood, Agarwood, Moss, Ambergris",Day,Unisex
519,HRMN-0519,Abandoned Land,Loco,299300,50,EDP,"Green Apple, Calabrian Bergamot, Mandarin Orange, Ozonic notes, Juniper, Berries","Patchouli, Green Leaves, Petitgrain, Cashmeran, Cedar, Pomarose, Violet","Oakmoss, Musk, Amberwood, Ambroxan",Day,Unisex
520,HRMN-0520,Into the Waves,Loco,289460,50,EDP,"Sea Notes, Aldehydes, Grapefruit, Lemon, Mint, Pink Pepper, Bergamot, Coriander,Juniper Berries","Rosemary, Sage, Geranium,Ginger, Nutmeg, Jasmine, Melon","Incense, Patchouli,Amber, Cedar, Sandalwood, Labdanum",Day,Male
521,HRMN-0521,Shades of P.M,Loco,299300,50,EDP,"Leather, Tomato Leaf, Vanilla, Pineapple blossom, Peach, Apple Blossom, Dark Chocolate, Rum","Heliotrope, Galbanum, Labdanum, Clary Sage, Orris Root, Coffee, Sugar cane, Almond","Leather, Vanilla Absolute, Benzoin, Tolu Balsam, Myrrh, Opoponax, Sandalwood, Musk Wild Rose, Patchouli, Caramel",Night,Male
522,HRMN-0522,Saturday Cheers,Loco,299300,50,EDP,"Cognac, Rum, Whisky, Cardamom, Mandarin Orange","Cinnamon, Tobacco Leaf, Tonka Bean, Oak, Rose","Praline, Vanilla, Sandalwood, Guaiac Wood, Cedar, Musk",Night,Unisex
523,HRMN-0523,Smoke on Top,Loco,299300,50,EDP,"Wormwood, Mint, Basil, Raspberry","Incense, Lavender, Gold bar, Rose, Saffron, Geranium, Birch","Tobacco, Sandalwood, Guaiac Wood, Vetiver, Oakmoss, Amber, Vanilla, Musk, Agarwood, Leather, Benzoin",Night,Unisex
524,HRMN-0524,Hypnotic Spell,Loco,299300,50,EDP,"Coffee, White Hyacinth, Iris, Jasmine Sambac","Turkish Rose, Vanilla, Opoponax, Cashmeran","Honey, White Musk, Amber, Cedar",Night,Female
525,HRMN-0525,Oudamaz,Bohe,155000,35,XDP,"Oud, Rose, Leather",-,-,Night,Unisex
526,HRMN-0526,Sage,Bohe,155000,35,XDP,"Green Tea, Bergamot, Lemon","Ambroxan, Jasmine, Orange Blossom, Matcha, Lavender","Musk, White Choco, Moss, Cedar",Day,Unisex
527,HRMN-0527,Velvet Oud,Bohe,155000,35,XDP,"Oud, Rose, Vanilla, Violet, Musk, Geranium",-,-,Night,Unisex
528,HRMN-0528,Lykn,Bohe,145000,35,XDP,"Pepper , Lemon","Lavender , Vetiver , Geranium , Pink Pepper","Patchouli , Cedar , Labdanum , Ambroxan",Versatile,Male
529,HRMN-0529,Ares,Bohe,135000,35,XDP,"Mint , Green Apple , Lemon","Tonka Bean , Ambroxan , Geranium","Vanilla , Cedar , Vetiver",Versatile,Male
530,HRMN-0530,Egost,Bohe,135000,35,XDP,"Orange, Grapefruit","Pepper, Cedar","Patchouli, Vetiver",Day,Male
531,HRMN-0531,Midas,Bohe,165000,35,XDP,"Apple, Lavender, Bergamot, Sweet Orange","Geranium, Violet, Jasmine, Cocoa","Vanilla, Cardamom, Sandalwood, Pepper, Patchouli, Coffee",Night,Male
532,HRMN-0532,Bohemi,Bohe,155000,35,XDP,"Blackcurrant, Chasis, Vanilla, Rose, Lychee, Freesia, Patchouli",-,-,Day,Female
533,HRMN-0533,Badboy for Life,Bohe,155000,35,XDP,"Grapefruit, Blood Mandarin, Mint","Tose, Cinnamon, Spicy","Leather, Woody, Amber, Patchouli",Night,Male
534,HRMN-0534,Savage,Bohe,155000,35,XDP,"Grapefruit, Mandarin Orange","Bay Leaf, Jasmine","Guaiac Wood, Oakmoss, Patchouli, Ambergis",Versatile,Male
535,HRMN-0535,Ambitchous,Bohe,155000,35,XDP,"Almond, Bergamot, Coffee, Lemon","Tuberose, Jasmine, Orris, Vanilla","Tonka Bean, Amber, Cacao, Praline, Sandalwood",Night,Female
536,HRMN-0536,Badassery,Bohe,145000,35,XDP,"Pink Pepper, Pear, Orange Blossom","Coffee, Jasmine, Almond, Licorice","Vanilla, Cedar, Patchouli",Night,Female
537,HRMN-0537,Berly,Bohe,155000,35,XDP,"Orange, Geeen Notes","Tuberose, Jasmine, Honey","Orris, Vanilla, Sandalwood",Day,Female
538,HRMN-0538,Classy,Aoera,169000,50,EDP,"Ginger, Almond","Orris, Tonka Bean, Orcanox, Figolide","Sandalwood Cream, Vanilla",Night,Unisex
539,HRMN-0539,Fantasy,Aoera,149000,50,EDP,"Amber, Cedarwood","Caramel, Oakmoss","Vanilla, Tonka",Night,Unisex
540,HRMN-0540,Signature,Aoera,159000,50,EDP,"Nutmeg, Saffron, Lavender","Leather, Tabacco, Maderal, Oud","Patchouli, Moss, Musk, Driftwood",Night,Male
541,HRMN-0541,Majestic,Aoera,159000,50,EDP,"Mandarin, Peach, Orange","Tuberose, Ylang-ylang, Coconut, Tropicalone","Sandalwood, Vanilla, White Musk, Cedar",Day,Female
542,HRMN-0542,Pretty,Aoera,169000,50,EDP,"Lemon, Orange, Plum, Strawberry","Rasberry, Rose, White Flower","Ambery, Musk, Praline, Vanilla",Day,Female
543,HRMN-0543,Chapters of Romance,YN Parfumery,249000,60,EDP,"Coconut, Blackcurrant, Bergamot","Rose, Ylang-Ylang, Iris, Jasmine","Musk, Solar, Cedarwood",Day,Female
544,HRMN-0544,On Cloud Nine,YN Parfumery,249000,60,EDP,"Lemon, Freesia, Rose, Blackcurrant, Pear","Jasmine, Anise, Sandalwood, Jasmine Sambac Absolute, Floral Accord","Vanilla, Musk, Lily Of The Valley, Dry Wood, Patchouli",Day,Female
545,HRMN-0545,The Morning After,YN Parfumery,229000,60,EDP,"Ylang, Lily of the Valley, Bergamot","Jamine, Orange Blossom, LYS Flower","Vanilla, White Floral Accord, Cedarwood",Day,Female
546,HRMN-0546,Vintage Tobacco,YN Parfumery,229000,60,EDP,"Cardamom, Mandarin, Lemon, Bergamot","Mint, Grapefruit, Soft Wood","Dry Amber, Tonka Beans, Musk",Night,Male
547,HRMN-0547,Garden of Spring,YN Parfumery,219000,60,EDP,"Apple, Freesia, Strawberry","Peony, Jasmine, Rose","White Musk, Vanilla, Sugar",Day,Unisex
548,HRMN-0548,Sunset Hour,YN Parfumery,219000,60,EDP,"Bergamot, Orange, Sugar","Vanilla, Licorice and Violet Blossoms","Sandalwood, Musk, Star Anise",Versatile,Unisex
549,HRMN-0549,Rose in September,YN Parfumery,219000,60,EDP,"Peach, Green Notes, Blackcurrant","May Rose, Rose, Turkish Rose, Iris","White Musk, Cedar, Pepper, Orris Root, Violet Leaf",Versatile,Female
550,HRMN-0550,The Duchess,YN Parfumery,219000,60,EDP,Jasmine,Tuberose,Rangoon Creeper,Versatile,Female
551,HRMN-0551,Mr. Grey,YN Parfumery,219000,60,EDP,"Calabrian Bergamot, Pepper","Sichuan Pepper, Lavender, Pink Pepper, Patchouli",Cedar,Night,Male
552,HRMN-0552,Imperial Jasmine Tea,Nevernot,189000,30,EDP,"Jasmine, Osmanthus, Black tea","Ylang ylang, Petitgrain","Balsamic, Musk, Vanilla",Day,Unisex
553,HRMN-0553,3am in Senop,Nevernot,189000,30,EDP,"Cherry, Almond, Rum","Jasmine, Tuberose, Rose","Amber, Woods, Tonka, Gourmand",Night,Unisex
554,HRMN-0554,Grandma's Kitchen,Nevernot,169000,35,EDP,"Milk, Peony, Jasmine","Bourbon Vanilla, Cacao","Sandalwood, Musk",Day,Female
555,HRMN-0555,Afternoon Sunset,Nevernot,169000,35,EDP,"wisteria, blackberry, pear","jasmine, lychee","white wood, musk",Day,Female
556,HRMN-0556,Tripping Apple,Nevernot,169000,35,EDP,"Red Apple, Cassis","Iris, May Rose, Freesia","Sandalwood, Virginia Cedar, Vanilla, Patchouli",Versatile,Female
557,HRMN-0557,Kitchen in Pool,Nevernot,169000,35,EDP,"Lemon Zest, Mint, Pear, Bergamot","Wisteria, Geranium, Lavender","Amberwood, Tonka Bean",Versatile,Unisex
558,HRMN-0558,Date of Birth,Nevernot,169000,35,EDP,"Violet, Vanilla, Rose","Freesia, Pear Flowers","Powder, White Wood",Versatile,Female
559,HRMN-0559,Never Been Drunk,Nevernot,169000,35,EDP,"Grape, Cranberry, Cinnamon","Nutmeg, Lemongrass, Plum","Sandalwood, Vanilla",Versatile,Unisex
560,HRMN-0560,Cabin 119,Nevernot,169000,35,EDP,"Lavender, Citrus",Neroli,Cedarwood & Patchouli,Versatile,Unisex
561,HRMN-0561,Petite Avenue,Nevernot,169000,35,EDP,"Earl grey tea, Mandarin orange","Freesia, Rose, Jasmine","Iris, Musk, Sandalwood",Versatile,Unisex
562,HRMN-0562,Hello Prune,Nevernot,169000,35,EDP,"Magnolia, Bergamot","Peach, Jasmine","Amber, Sandalwood, Vanilla",Versatile,Unisex
563,HRMN-0563,RSVP,Nevernot,169000,35,EDP,"Raspberry, Cherry, Peach","Marshmellow, Gardenia, Orchid","Musk, Oak, Ylang-Ylang",Versatile,Female
564,HRMN-0564,Gentle Cudle,Verites,210000,50,EDP,Aldehydic,"Lily of the valley, Jasmine, Rose, Violet","Musk, Ambery, Leather",Versatile,Female
565,HRMN-0565,In a Penthouse,Verites,190000,50,EDP,"Honeysuckle, Lemon, Coconut Milk, Pear Blossom","Tuberose, Sambac Jasmine, Ambrette, Gardenia","Patchoulli, Sandalwood, Musks, Bourbon Vanilla",Versatile,Unisex
566,HRMN-0566,Rose Papier,Verites,210000,50,EDP,"Lemon, Pink peppercorn","Rose, Orange Flower, Magnolia, Lily of the Valley","Musk, Incense",Versatile,Unisex
567,HRMN-0567,Orange Haze,Verites,200000,50,EDP,"Mandarin, Guava, Blackcurrant","Jasmine, Tuberose, Orange Flower","Cedarwood, Vanilla, Musk",Versatile,Unisex
568,HRMN-0568,On a Date,Verites,200000,50,EDP,"Strawberry, Blackcurrent, Lychee, Mint","Cinnamon, Orange Blossom, Rose","Edible Notes, Dry Woods, Smoky Notes",Versatile,Unisex
569,HRMN-0569,Ginz Cha,Verites,230000,50,XDP,"Herbaceous, Sweet, Tea, Bergamot","Orange Blossom, Jasmine, Ambery","Chocolate, Cedarwood, Moss",Versatile,Unisex
570,HRMN-0570,Amalfi Coast,Verites,250000,50,XDP,"Bergamot, Orange, Lemon, Ozonic, Grapefruit","Jasmine, Muguet, Lavender, Geranium, Blackcurrant","Musk, Sandalwood, Amber",Versatile,Unisex
571,HRMN-0571,Voeu Provence,Verites,250000,50,XDP,"Mandarin, Pear, Blackcurrant, Pink Pepper","Jasmine, Violet, Tuberose, Ylang-Ylang, Watery","Sandalwood, Caramel, Powdery, Amberwood, Musks",Versatile,Unisex
572,HRMN-0572,Caspian Ebony,Verites,240000,50,XDP,"Citrus, Bergamot, Cardamom, Clove","Floral, Peach, Peru Balsam, Olibanum","Patchouli, Cedarwood, Amber, Oud Wood",Versatile,Unisex
573,HRMN-0573,Capri Escape,Verites,230000,50,XDP,"Aldehydes, Bergamot","Jasmine, White Flower Accords","White Musk, Sandalwood",Day,Unisex
574,HRMN-0574,Santorini Sunset,Verites,230000,50,XDP,"Mandarin, Mint, Orange","Rosemary, Neroli","Cashmeran, Sap, Cedarwood",Night,Unisex
575,HRMN-0575,Zen Garden,Verites,220000,50,EDP,Neroli,"Rose, Honeysuckle","Magnolia, Jasmine",Day,Female
576,HRMN-0576,Soul Signature,Verites,220000,50,EDP,"Bergamot, Tangerine, Pear Accord","Neroli, Neroli Bud, Orange Blossom, Sambac Jasmine","Amber Accord, Benzoin, Bourbon Vanilla, White Musk Accord",Day,Unisex
577,HRMN-0577,De Club,Verites,215200,50,EDP,"Lavandin, Clary Sage",Virginia Cedarwood,Vetiver,Night,Male
578,HRMN-0578,Blooming Amoure,Verites,240000,50,EDP,"Ginger, Carnation, Green Leaves","Tuberose, Jasmine","Musk, Sandalwood",Night,Female
579,HRMN-0579,Her Summer,Verites,220000,50,EDP,"Green Pear, Green Grape, Strawberry, Blackcurrant, Pink Peppercorn","Honeysuckle, Peony, Rose, Lily Of The Valley","Musk, Cedarwood",Day,Female
580,HRMN-0580,Starstruck,Verites,220000,50,EDP,"Lychee, Bergamot","Rose, Magnolia","Virginia Cedar, Musk",Night,Female
581,HRMN-0581,Shine All Night,Verites,190000,50,EDP,"Floral, Edible, Toffee","Floral, Woody","Amber, Musk, Sweet Accents",Night,Female
582,HRMN-0582,Siren,Verites,190000,50,EDP,"Pear, Red Fruit, Bergamot, Pink Pepper","Jasmine, Orris, Magnolia, Red Rose, Orange Blossom","Amber, Caramel, Vetiver, Vanilla",Night,Female
583,HRMN-0583,Secretly Sexy,Verites,220000,50,EDP,"Apple, Orange, Red Berries","Rose, Jasmine, Lily","Vanilla, Cedarwood, Sandalwood, Musky",Day,Female
